vertices,percentage,edges,tarjan,nuutila,pearce,components,correct
100,0.19596,1781,1.7e-05,1.3e-05,9e-06,1,1
100,0.19697,1789,1.9e-05,1.5e-05,1e-05,1,1
100,0.19798,1798,1.8e-05,1.3e-05,9e-06,1,1
100,0.19899,1807,1.8e-05,1.3e-05,9e-06,1,1
100,0.2,1816,1.9e-05,1.3e-05,9e-06,1,1
100,0.20101,1825,2e-05,1.5e-05,1.1e-05,1,1
100,0.20202,1832,1.9e-05,1.4e-05,8e-06,1,1
100,0.20303,1842,2e-05,1.3e-05,8e-06,1,1
100,0.20404,1851,1.8e-05,1.3e-05,9e-06,1,1
100,0.205051,1859,1.9e-05,1.3e-05,9e-06,1,1
100,0.206061,1866,3e-05,1.7e-05,9e-06,1,1
100,0.207071,1874,2.6e-05,1.6e-05,1e-05,1,1
100,0.208081,1883,2.4e-05,1.7e-05,1e-05,1,1
100,0.209091,1892,2.6e-05,1.6e-05,1e-05,1,1
100,0.210101,1901,2e-05,1.4e-05,8e-06,1,1
100,0.211111,1909,1.9e-05,1.4e-05,9e-06,1,1
100,0.212121,1918,1.9e-05,1.4e-05,9e-06,1,1
100,0.213131,1925,2e-05,1.4e-05,9e-06,1,1
100,0.214141,1933,2.3e-05,1.5e-05,1.1e-05,1,1
100,0.215152,1941,1.9e-05,1.4e-05,9e-06,1,1
100,0.216162,1948,2.9e-05,1.5e-05,9e-06,1,1
100,0.217172,1955,2.8e-05,1.6e-05,9e-06,1,1
100,0.218182,1961,2.8e-05,1.6e-05,9e-06,1,1
100,0.219192,1969,2.1e-05,1.5e-05,1e-05,1,1
100,0.220202,1977,2e-05,1.3e-05,9e-06,1,1
100,0.221212,1987,2.3e-05,1.6e-05,1.1e-05,1,1
100,0.222222,1993,2.6e-05,1.5e-05,8e-06,1,1
100,0.223232,2003,2.2e-05,1.6e-05,1.1e-05,1,1
100,0.224242,2013,2e-05,1.4e-05,9e-06,1,1
100,0.225253,2020,2.7e-05,1.6e-05,9e-06,1,1
100,0.226263,2028,2.9e-05,1.6e-05,1e-05,1,1
100,0.227273,2036,2.6e-05,1.6e-05,1.1e-05,1,1
100,0.228283,2044,2.7e-05,1.5e-05,9e-06,1,1
100,0.229293,2051,2.5e-05,1.6e-05,1.1e-05,1,1
100,0.230303,2058,2.7e-05,1.6e-05,9e-06,1,1
100,0.231313,2066,3.5e-05,2.1e-05,1.1e-05,1,1
100,0.232323,2074,2.4e-05,1.5e-05,9e-06,1,1
100,0.233333,2084,2.1e-05,1.5e-05,9e-06,1,1
100,0.234343,2092,2.1e-05,1.4e-05,9e-06,1,1
100,0.235354,2101,2.2e-05,1.4e-05,9e-06,1,1
100,0.236364,2109,2e-05,1.5e-05,1e-05,1,1
100,0.237374,2118,2.8e-05,1.7e-05,1.1e-05,1,1
100,0.238384,2127,3e-05,1.9e-05,1e-05,1,1
100,0.239394,2136,3.3e-05,2e-05,1e-05,1,1
100,0.240404,2143,2.7e-05,1.8e-05,9e-06,1,1
100,0.241414,2152,3.2e-05,1.8e-05,1e-05,1,1
100,0.242424,2159,2.9e-05,1.9e-05,1e-05,1,1
100,0.243434,2166,2.9e-05,1.9e-05,1.1e-05,1,1
100,0.244444,2174,3.2e-05,2e-05,1.1e-05,1,1
100,0.245455,2182,2.9e-05,1.8e-05,1.1e-05,1,1
100,0.246465,2190,3.6e-05,2.3e-05,1e-05,1,1
100,0.247475,2200,2.6e-05,1.6e-05,1e-05,1,1
100,0.248485,2209,2.1e-05,1.4e-05,9e-06,1,1
100,0.249495,2219,2.3e-05,1.7e-05,1.1e-05,1,1
100,0.250505,2227,2.4e-05,1.8e-05,1.1e-05,1,1
100,0.251515,2236,2.8e-05,1.7e-05,1e-05,1,1
100,0.252525,2244,2.1e-05,1.5e-05,9e-06,1,1
100,0.253535,2250,2.3e-05,1.7e-05,1.1e-05,1,1
100,0.254545,2258,2.2e-05,1.4e-05,9e-06,1,1
100,0.255556,2267,2.4e-05,1.7e-05,1.1e-05,1,1
100,0.256566,2276,2.4e-05,1.7e-05,1e-05,1,1
100,0.257576,2283,2.8e-05,1.9e-05,1e-05,1,1
100,0.258586,2293,3.3e-05,1.9e-05,1e-05,1,1
100,0.259596,2302,3e-05,1.9e-05,1.1e-05,1,1
100,0.260606,2311,2.7e-05,1.5e-05,9e-06,1,1
100,0.261616,2318,2.5e-05,1.7e-05,1.1e-05,1,1
100,0.262626,2326,2.3e-05,1.5e-05,9e-06,1,1
100,0.263636,2332,2.1e-05,1.8e-05,1e-05,1,1
100,0.264646,2340,2.5e-05,1.6e-05,1e-05,1,1
100,0.265657,2350,2.3e-05,1.7e-05,1e-05,1,1
100,0.266667,2359,3.1e-05,1.8e-05,1.1e-05,1,1
100,0.267677,2366,2.2e-05,1.5e-05,9e-06,1,1
100,0.268687,2375,2.9e-05,1.8e-05,1e-05,1,1
100,0.269697,2384,2.8e-05,1.9e-05,1e-05,1,1
100,0.270707,2392,2.2e-05,1.7e-05,1e-05,1,1
100,0.271717,2401,2.1e-05,1.6e-05,9e-06,1,1
100,0.272727,2408,2e-05,1.5e-05,1e-05,1,1
100,0.273737,2413,2.2e-05,1.5e-05,9e-06,1,1
100,0.274747,2420,2.2e-05,1.6e-05,1e-05,1,1
100,0.275758,2427,2.3e-05,1.5e-05,1e-05,1,1
100,0.276768,2434,2.4e-05,1.6e-05,1.1e-05,1,1
100,0.277778,2441,2e-05,1.7e-05,1e-05,1,1
100,0.278788,2447,3.4e-05,1.7e-05,1.1e-05,1,1
100,0.279798,2455,3.5e-05,1.8e-05,1.1e-05,1,1
100,0.280808,2465,3.3e-05,2e-05,1e-05,1,1
100,0.281818,2473,2.4e-05,1.8e-05,1.1e-05,1,1
100,0.282828,2479,2.1e-05,1.5e-05,1e-05,1,1
100,0.283838,2489,2.6e-05,1.8e-05,1.1e-05,1,1
100,0.284848,2497,3.4e-05,1.9e-05,1.1e-05,1,1
100,0.285859,2505,3.4e-05,2e-05,1.1e-05,1,1
100,0.286869,2513,3.5e-05,2e-05,1.1e-05,1,1
100,0.287879,2520,2.8e-05,1.9e-05,1.2e-05,1,1
100,0.288889,2526,3.3e-05,2e-05,1.1e-05,1,1
100,0.289899,2531,3e-05,2.1e-05,1.1e-05,1,1
100,0.290909,2538,3.3e-05,2.1e-05,1.3e-05,1,1
100,0.291919,2547,3.7e-05,2.2e-05,1.1e-05,1,1
100,0.292929,2555,3.3e-05,1.9e-05,1e-05,1,1
100,0.293939,2561,2.4e-05,1.6e-05,9e-06,1,1
100,0.294949,2567,2.3e-05,1.6e-05,1e-05,1,1
100,0.29596,2573,2.5e-05,1.7e-05,1e-05,1,1
100,0.29697,2581,2.4e-05,1.8e-05,1e-05,1,1
100,0.29798,2588,2.6e-05,1.6e-05,1e-05,1,1
100,0.29899,2594,2.4e-05,1.8e-05,1.1e-05,1,1
100,0.3,2604,2.2e-05,1.7e-05,9e-06,1,1
100,0.30101,2613,3.2e-05,2e-05,1e-05,1,1
100,0.30202,2623,2.1e-05,1.7e-05,9e-06,1,1
100,0.30303,2629,3.7e-05,2e-05,1.1e-05,1,1
100,0.30404,2637,2.4e-05,1.8e-05,1e-05,1,1
100,0.305051,2645,2.3e-05,1.6e-05,9e-06,1,1
100,0.306061,2652,2.3e-05,1.7e-05,1e-05,1,1
100,0.307071,2659,2.4e-05,1.7e-05,1e-05,1,1
100,0.308081,2666,2.4e-05,1.7e-05,1e-05,1,1
100,0.309091,2671,2.6e-05,2e-05,1.1e-05,1,1
100,0.310101,2682,2.6e-05,2e-05,1e-05,1,1
100,0.311111,2685,2.7e-05,1.9e-05,1.1e-05,1,1
100,0.312121,2692,2.1e-05,1.7e-05,1e-05,1,1
100,0.313131,2699,2.4e-05,1.8e-05,1.1e-05,1,1
100,0.314141,2707,2.5e-05,1.6e-05,1e-05,1,1
100,0.315152,2715,2.6e-05,1.8e-05,1.1e-05,1,1
100,0.316162,2722,2.4e-05,1.7e-05,1e-05,1,1
100,0.317172,2729,2.2e-05,1.7e-05,1e-05,1,1
100,0.318182,2736,2.5e-05,1.6e-05,1e-05,1,1
100,0.319192,2744,2.4e-05,1.7e-05,1e-05,1,1
100,0.320202,2753,2.4e-05,1.6e-05,1e-05,1,1
100,0.321212,2761,2.4e-05,1.7e-05,1e-05,1,1
100,0.322222,2770,3.7e-05,2.6e-05,1e-05,1,1
100,0.323232,2774,3.1e-05,2.1e-05,1.1e-05,1,1
100,0.324242,2782,2.4e-05,1.6e-05,1e-05,1,1
100,0.325253,2791,2.5e-05,1.7e-05,1e-05,1,1
100,0.326263,2801,2.9e-05,2.5e-05,1e-05,1,1
100,0.327273,2810,3e-05,1.9e-05,1.1e-05,1,1
100,0.328283,2817,3.4e-05,2.1e-05,1.3e-05,1,1
100,0.329293,2825,3.1e-05,1.8e-05,1e-05,1,1
100,0.330303,2832,3.3e-05,2e-05,1.1e-05,1,1
100,0.331313,2839,3.4e-05,2e-05,1.1e-05,1,1
100,0.332323,2846,3.9e-05,2e-05,1e-05,1,1
100,0.333333,2856,2.8e-05,2.7e-05,1.1e-05,1,1
100,0.334343,2865,2.4e-05,1.8e-05,1e-05,1,1
100,0.335354,2871,2.8e-05,2e-05,1.1e-05,1,1
100,0.336364,2879,2.5e-05,1.8e-05,1.1e-05,1,1
100,0.337374,2884,2.2e-05,1.8e-05,1e-05,1,1
100,0.338384,2890,2.3e-05,1.8e-05,1.1e-05,1,1
100,0.339394,2896,2.5e-05,1.9e-05,1.1e-05,1,1
100,0.340404,2903,2.3e-05,1.8e-05,1e-05,1,1
100,0.341414,2913,2.6e-05,1.8e-05,1e-05,1,1
100,0.342424,2922,2.6e-05,1.9e-05,1.2e-05,1,1
100,0.343434,2927,2.3e-05,1.8e-05,1e-05,1,1
100,0.344444,2933,2.3e-05,1.8e-05,1e-05,1,1
100,0.345455,2940,2.1e-05,1.7e-05,1e-05,1,1
100,0.346465,2947,2.4e-05,2.1e-05,1.1e-05,1,1
100,0.347475,2955,3.1e-05,2e-05,1.1e-05,1,1
100,0.348485,2962,2.9e-05,2e-05,1.1e-05,1,1
100,0.349495,2970,2.5e-05,1.9e-05,1.2e-05,1,1
100,0.350505,2979,2.7e-05,1.8e-05,1e-05,1,1
100,0.351515,2984,2.7e-05,1.9e-05,1.2e-05,1,1
100,0.352525,2991,2.7e-05,1.8e-05,1e-05,1,1
100,0.353535,2999,2.6e-05,2.1e-05,1e-05,1,1
100,0.354545,3007,2.3e-05,1.9e-05,1e-05,1,1
100,0.355556,3012,2.3e-05,1.9e-05,1e-05,1,1
100,0.356566,3020,2.8e-05,1.9e-05,1.1e-05,1,1
100,0.357576,3029,2.5e-05,1.9e-05,1e-05,1,1
100,0.358586,3035,2.3e-05,2e-05,1e-05,1,1
100,0.359596,3042,2.3e-05,2e-05,1e-05,1,1
100,0.360606,3050,2.5e-05,1.9e-05,1.1e-05,1,1
100,0.361616,3057,3.1e-05,2e-05,1.1e-05,1,1
100,0.362626,3066,3.3e-05,2.2e-05,1.1e-05,1,1
100,0.363636,3071,3.4e-05,2.3e-05,1.1e-05,1,1
100,0.364646,3079,3.4e-05,2.2e-05,1.2e-05,1,1
100,0.365657,3088,3.2e-05,1.9e-05,1e-05,1,1
100,0.366667,3095,3.8e-05,2.3e-05,1.1e-05,1,1
100,0.367677,3101,2.8e-05,2e-05,1.1e-05,1,1
100,0.368687,3108,3.3e-05,2.2e-05,1.1e-05,1,1
100,0.369697,3113,2.2e-05,1.9e-05,1e-05,1,1
100,0.370707,3118,2.6e-05,2e-05,1e-05,1,1
100,0.371717,3126,2.4e-05,1.9e-05,1e-05,1,1
100,0.372727,3135,3.2e-05,2.1e-05,1.1e-05,1,1
100,0.373737,3139,2.6e-05,1.9e-05,1.1e-05,1,1
100,0.374747,3145,2.4e-05,1.9e-05,1.1e-05,1,1
100,0.375758,3154,2.8e-05,2.1e-05,1.2e-05,1,1
100,0.376768,3161,3.3e-05,2.2e-05,1.1e-05,1,1
100,0.377778,3166,2.7e-05,2.1e-05,1.1e-05,1,1
100,0.378788,3172,2.8e-05,1.8e-05,1e-05,1,1
100,0.379798,3180,2.8e-05,2.1e-05,1.1e-05,1,1
100,0.380808,3189,3.1e-05,1.8e-05,1e-05,1,1
100,0.381818,3194,3.7e-05,2.3e-05,1.1e-05,1,1
100,0.382828,3202,2.8e-05,2.1e-05,1.1e-05,1,1
100,0.383838,3207,2.5e-05,2e-05,1e-05,1,1
100,0.384848,3215,3.4e-05,2.2e-05,1.1e-05,1,1
100,0.385859,3221,3.1e-05,1.9e-05,1.1e-05,1,1
100,0.386869,3227,2.4e-05,2e-05,1.1e-05,1,1
100,0.387879,3233,2.7e-05,2.2e-05,1e-05,1,1
100,0.388889,3239,3.1e-05,1.9e-05,1.1e-05,1,1
100,0.389899,3245,3.6e-05,2.3e-05,1.1e-05,1,1
100,0.390909,3249,2.7e-05,1.9e-05,1.1e-05,1,1
100,0.391919,3255,2.7e-05,2e-05,1.1e-05,1,1
100,0.392929,3262,2.7e-05,2e-05,1.1e-05,1,1
100,0.393939,3268,2.7e-05,2e-05,1.1e-05,1,1
100,0.394949,3273,3.3e-05,2.3e-05,1.1e-05,1,1
100,0.39596,3280,3e-05,2.3e-05,1.2e-05,1,1
100,0.39697,3285,3.7e-05,2.6e-05,1.2e-05,1,1
100,0.39798,3291,3.6e-05,2.4e-05,1.1e-05,1,1
100,0.39899,3296,3.8e-05,2.6e-05,1.5e-05,1,1
100,0.4,3301,3.9e-05,2.4e-05,1.2e-05,1,1
100,0.40101,3308,2.4e-05,1.8e-05,1.2e-05,1,1
100,0.40202,3315,3e-05,1.8e-05,1.2e-05,1,1
100,0.40303,3321,2.7e-05,2e-05,1.2e-05,1,1
100,0.40404,3327,2.7e-05,2e-05,1.1e-05,1,1
100,0.405051,3332,2.6e-05,2.1e-05,1.1e-05,1,1
100,0.406061,3339,2.5e-05,2.1e-05,1.1e-05,1,1
100,0.407071,3347,2.5e-05,2.1e-05,1.2e-05,1,1
100,0.408081,3356,2.7e-05,2e-05,1.1e-05,1,1
100,0.409091,3361,2.8e-05,2.1e-05,1.1e-05,1,1
100,0.410101,3371,2.6e-05,2.1e-05,1.1e-05,1,1
100,0.411111,3377,2.5e-05,2e-05,1.1e-05,1,1
100,0.412121,3386,3.3e-05,2.2e-05,1.1e-05,1,1
100,0.413131,3393,3.1e-05,2.3e-05,1.1e-05,1,1
100,0.414141,3399,3.6e-05,2.3e-05,1.2e-05,1,1
100,0.415152,3406,4.9e-05,3.4e-05,1.2e-05,1,1
100,0.416162,3412,3.6e-05,2.4e-05,1.2e-05,1,1
100,0.417172,3418,2.7e-05,2.1e-05,1.2e-05,1,1
100,0.418182,3427,2.5e-05,2.1e-05,1e-05,1,1
100,0.419192,3430,2.8e-05,1.9e-05,1.1e-05,1,1
100,0.420202,3438,3e-05,2e-05,1.1e-05,1,1
100,0.421212,3444,2.6e-05,2.1e-05,1.2e-05,1,1
100,0.422222,3448,3e-05,2e-05,1.1e-05,1,1
100,0.423232,3455,2.9e-05,2.2e-05,1.2e-05,1,1
100,0.424242,3463,3.3e-05,2.1e-05,1.2e-05,1,1
100,0.425253,3467,3.2e-05,2.3e-05,1.1e-05,1,1
100,0.426263,3476,2.5e-05,2e-05,1.1e-05,1,1
100,0.427273,3484,3.9e-05,2.8e-05,1.2e-05,1,1
100,0.428283,3489,4.1e-05,2.6e-05,2.1e-05,1,1
100,0.429293,3497,3.9e-05,2.2e-05,1.1e-05,1,1
100,0.430303,3503,3.9e-05,4.1e-05,1.2e-05,1,1
100,0.431313,3510,3.8e-05,2.8e-05,1.3e-05,1,1
100,0.432323,3518,3.9e-05,2.6e-05,1.2e-05,1,1
